Pickup_Point_ID,Regional,Province,Suburb,Waybill,Customer_ID,Order_Date,total_weight,total_courier_charge,total_Sales_amount,number_of_customers,number_of_orders
pup345,Regional,Gauteng,East Lynne,PAR4091195151,CUS2063,2022-03-16 00:00:00.000,3.00,217.58,275.00,1,1
pup3451,Township,KwaZulu-Natal,Dundee,PAR4091166465,CUS1399,2022-03-30 00:00:00.000,2.00,84.39,116.00,1,1
pup3455,Central,Mpumalanga,Standerton,PAR4091131810,CUS1593,2022-03-10 00:00:00.000,1.00,84.39,95.00,1,1
pup3481,Regional,Gauteng,Sandton,PAR4068732039,CUS1746,2022-03-28 00:00:00.000,4.00,0.00,60.00,1,1
pup3531,Township,Gauteng,Centurion,PAR4091177841,CUS2051,2022-03-29 00:00:00.000,3.00,84.39,116.00,1,1
pup3533,Central,Gauteng,Boksburg,PAR4068798330,CUS1710,2022-03-30 00:00:00.000,3.00,84.39,117.00,1,1
pup3537,Township,North West,Mooirivier Park,PAR4091176246,CUS1098,2022-03-25 00:00:00.000,2.00,53.30,70.00,1,1
pup354,Regional,KwaZulu-Natal,Pongola,PAR4068734714,CUS1773,2022-03-22 00:00:00.000,3.00,73.83,88.00,1,1
pup3542,Regional,Eastern Cape,Queenstown,PAR4068763500,CUS1494,2022-03-25 00:00:00.000,3.00,84.39,112.00,1,1
pup3556,Township,Western Cape,Brackenfell,PAR4068779027,CUS1606,2022-03-16 00:00:00.000,4.00,84.39,104.00,1,1
pup356,Regional,Northern Cape,Pofadder,PAR4091125320,CUS1686,2022-03-10 00:00:00.000,3.00,53.30,79.00,1,1
pup3562,Central,Western Cape,Somerset West,PAR4091143326,CUS2084,2022-03-22 00:00:00.000,3.00,84.39,96.00,1,1
pup3567,Regional,Western Cape,Century City,PAR4068783679,CUS2009,2022-03-22 00:00:00.000,3.00,84.39,116.00,1,1
pup3567,Regional,Western Cape,Century City,PAR4091120945,CUS2153,2022-03-15 00:00:00.000,4.00,84.39,101.00,1,1
pup3569,Regional,Free State,Bloemfontein,PAR4091138051,CUS1020,2022-03-14 00:00:00.000,3.00,84.39,117.00,1,1
pup3579,Central,North West,Broederstroom,PAR4091126104,CUS1890,2022-03-22 00:00:00.000,2.00,73.83,95.00,1,1
pup3618,Regional,Western Cape,Parow,PAR4068712681,CUS1032,2022-03-23 00:00:00.000,2.00,0.00,60.00,1,1
pup3618,Regional,Western Cape,Parow,PAR4068727158,CUS1086,2022-03-18 00:00:00.000,2.00,53.30,60.00,1,1
pup3625,Central,Western Cape,Kuilsriver,PAR4091108036,CUS1898,2022-03-15 00:00:00.000,3.00,84.39,101.00,1,1
pup3625,Central,Western Cape,Kuilsriver,PAR4091182254,CUS2171,2022-03-10 00:00:00.000,5.00,84.39,116.00,1,1
pup3631,Township,Gauteng,Roodepoort,PAR4091125712,CUS1589,2022-03-24 00:00:00.000,2.00,84.39,103.00,1,1
pup365,Regional,Northern Cape,Vryburg,PAR4091193469,CUS1651,2022-03-12 00:00:00.000,3.00,84.39,120.00,1,1
pup3653,Township,Western Cape,Cape Town,PAR4091128594,CUS1719,2022-03-09 00:00:00.000,4.00,217.58,267.00,1,1
pup3657,Central,Gauteng,New Muckleneuk,PAR4091101833,CUS2145,2022-03-14 00:00:00.000,1.00,84.39,100.00,1,1
pup3660,Regional,Gauteng,Montana,PAR4091155116,CUS1776,2022-03-26 00:00:00.000,3.00,73.83,109.00,1,1
pup3679,Central,Western Cape,Mossel Bay,PAR4068708086,CUS1941,2022-03-29 00:00:00.000,2.00,84.39,88.00,1,1
pup3679,Central,Western Cape,Mossel Bay,PAR4091145014,CUS1226,2022-03-22 00:00:00.000,4.00,73.83,101.00,1,1
pup3683,Regional,Gauteng,Fourways,PAR4068703403,CUS1761,2022-03-17 00:00:00.000,2.00,0.00,60.00,1,1
pup3683,Regional,Gauteng,Fourways,PAR4068793585,CUS2050,2022-03-14 00:00:00.000,1.00,53.30,54.00,1,1
pup3693,Township,KwaZulu-Natal,Ballito,PAR4068785710,CUS1052,2022-03-25 00:00:00.000,3.00,73.83,91.00,1,1
pup3693,Township,KwaZulu-Natal,Ballito,PAR4091198009,CUS2063,2022-03-23 00:00:00.000,6.00,0.00,60.00,1,1
pup3694,Township,Mpumalanga,Nelspruit,PAR4068759725,CUS1166,2022-03-28 00:00:00.000,4.00,53.30,56.00,1,1
pup3698,Regional,Gauteng,Fourways,PAR4068778441,CUS1386,2022-03-30 00:00:00.000,1.00,84.39,112.00,1,1
pup3701,Regional,Western Cape,Brackenfell,PAR4091112899,CUS1281,2022-03-29 00:00:00.000,2.00,84.39,89.00,1,1
pup3702,Township,Eastern Cape,Cambridge West,PAR4091178887,CUS1883,2022-03-14 00:00:00.000,5.00,84.39,110.00,1,1
pup3703,Township,Gauteng,Sandton,PAR4091158978,CUS1431,2022-03-17 00:00:00.000,2.00,53.30,69.00,1,1
pup3709,Central,Gauteng,Germiston,PAR4091122870,CUS1092,2022-03-19 00:00:00.000,3.00,0.00,60.00,1,1
pup373,Central,Eastern Cape,Tsitsikamma,PAR4091174439,CUS1421,2022-03-11 00:00:00.000,1.00,53.30,79.00,1,1
pup373,Central,Eastern Cape,Tsitsikamma,PAR4091185624,CUS1502,2022-03-16 00:00:00.000,2.00,53.30,73.00,1,1
pup3734,Central,Western Cape,Cape Town,PAR4091197964,CUS1027,2022-03-09 00:00:00.000,1.00,42.16,54.00,1,1
pup3735,Central,Western Cape,Stellenbosch,PAR4068701844,CUS1737,2022-03-24 00:00:00.000,2.00,84.39,95.00,1,1
pup3736,Central,Western Cape,Paarl,PAR4068717382,CUS1348,2022-03-26 00:00:00.000,5.00,84.39,108.00,1,1
pup3736,Central,Western Cape,Paarl,PAR4068738511,CUS1300,2022-03-19 00:00:00.000,3.00,73.83,107.00,1,1
pup3736,Central,Western Cape,Paarl,PAR4091193631,CUS1011,2022-03-11 00:00:00.000,3.00,53.30,76.00,1,1
pup3737,Regional,Western Cape,Athlone,PAR4068749641,CUS1720,2022-03-22 00:00:00.000,2.00,84.39,95.00,1,1
pup3737,Regional,Western Cape,Athlone,PAR4091106514,CUS2124,2022-03-16 00:00:00.000,1.00,84.39,118.00,1,1
pup3737,Regional,Western Cape,Athlone,PAR4091140962,CUS1627,2022-03-22 00:00:00.000,4.00,42.16,46.00,1,1
pup3739,Regional,Western Cape,Noordhoek,PAR4091187564,CUS1062,2022-03-09 00:00:00.000,1.00,42.16,53.00,1,1
pup3740,Central,Eastern Cape,Walmer,PAR4091136862,CUS1379,2022-03-15 00:00:00.000,5.00,73.83,80.00,1,1
pup3741,Regional,Eastern Cape,Port Elizabeth,PAR4091197512,CUS1497,2022-03-23 00:00:00.000,6.00,0.00,60.00,1,1
pup3751,Regional,Western Cape,Gugulethu,PAR4091117147,CUS2140,2022-03-10 00:00:00.000,5.00,73.83,101.00,1,1
pup3757,Central,KwaZulu-Natal,Ballito,PAR4068754158,CUS1354,2022-03-16 00:00:00.000,3.00,73.83,93.00,1,1
pup3758,Township,KwaZulu-Natal,Richards Bay,PAR4091197135,CUS2035,2022-03-25 00:00:00.000,2.00,53.30,62.00,1,1
pup3759,Township,KwaZulu-Natal,La Lucia,PAR4068744703,CUS1113,2022-03-23 00:00:00.000,2.00,53.30,67.00,1,1
pup3759,Township,KwaZulu-Natal,La Lucia,PAR4091128096,CUS1685,2022-03-28 00:00:00.000,2.00,84.39,97.00,1,1
pup3759,Township,KwaZulu-Natal,La Lucia,PAR4091147625,CUS2102,2022-03-28 00:00:00.000,1.00,84.39,94.00,1,1
pup3759,Township,KwaZulu-Natal,La Lucia,PAR4091175181,CUS1352,2022-03-18 00:00:00.000,5.00,0.00,60.00,1,1
pup3762,Central,KwaZulu-Natal,Westville,PAR4091119108,CUS2183,2022-03-09 00:00:00.000,1.00,53.30,71.00,1,1
pup3762,Central,KwaZulu-Natal,Westville,PAR4091144584,CUS2089,2022-03-09 00:00:00.000,2.00,84.39,88.00,1,1
pup3762,Central,KwaZulu-Natal,Westville,PAR4091145086,CUS2175,2022-03-14 00:00:00.000,2.00,0.00,60.00,1,1
pup3762,Central,KwaZulu-Natal,Westville,PAR4091184313,CUS1035,2022-03-22 00:00:00.000,2.00,53.30,69.00,1,1
pup377,Regional,Limpopo,Polokwane,PAR4068768749,CUS1290,2022-03-31 00:00:00.000,2.00,84.39,108.00,1,1
pup3770,Central,Gauteng,Olivedale,PAR4068790197,CUS2026,2022-03-28 00:00:00.000,4.00,217.58,255.00,1,1
pup3770,Central,Gauteng,Olivedale,PAR4068793499,CUS1339,2022-03-15 00:00:00.000,2.00,84.39,104.00,1,1
pup3770,Central,Gauteng,Olivedale,PAR4091122307,CUS1365,2022-03-16 00:00:00.000,4.00,84.39,120.00,1,1
pup3772,Township,Gauteng,Brakpan,PAR4091132748,CUS2122,2022-03-25 00:00:00.000,2.00,84.39,98.00,1,1
pup3772,Township,Gauteng,Brakpan,PAR4091144909,CUS1050,2022-03-17 00:00:00.000,3.00,0.00,60.00,1,1
pup3774,Regional,Gauteng,Kempton Park,PAR4068700000,CUS1621,2022-03-14 00:00:00.000,1.00,42.16,46.00,1,1
pup3774,Regional,Gauteng,Kempton Park,PAR4091112237,CUS2151,2022-03-14 00:00:00.000,2.00,53.30,69.00,1,1
pup3774,Regional,Gauteng,Kempton Park,PAR4091120395,CUS1197,2022-03-22 00:00:00.000,2.00,84.39,87.00,1,1
pup3774,Regional,Gauteng,Kempton Park,PAR4091132173,CUS1472,2022-03-22 00:00:00.000,2.00,53.30,65.00,1,1
pup3774,Regional,Gauteng,Kempton Park,PAR4091174374,CUS1480,2022-03-14 00:00:00.000,6.00,0.00,60.00,1,1
pup3775,Township,Gauteng,Benoni,PAR4091137003,CUS1948,2022-03-10 00:00:00.000,4.00,84.39,125.00,1,1
pup3779,Township,Mpumalanga,Nelspruit,PAR4091162707,CUS1417,2022-03-10 00:00:00.000,4.00,53.30,77.00,1,1
pup3781,Township,Gauteng,Lynnwood,PAR4068767584,CUS1617,2022-03-25 00:00:00.000,3.00,84.39,87.00,1,1
pup3781,Township,Gauteng,Lynnwood,PAR4091156916,CUS1727,2022-03-22 00:00:00.000,2.00,84.39,110.00,1,1
pup3784,Township,Gauteng,Pretoriuspark,PAR4091159643,CUS1631,2022-03-10 00:00:00.000,2.00,73.83,86.00,1,1
pup3792,Regional,Gauteng,Springs,01PAR4091189588,nan,2022-03-11 00:00:00.000,0.00,0.00,60.00,1,1
pup3817,Township,Gauteng,Helderkruin,PAR4091180359,CUS1338,2022-03-11 00:00:00.000,2.00,84.39,92.00,1,1
pup3820,Central,Gauteng,Mondeor,PAR4068759105,CUS2125,2022-03-30 00:00:00.000,1.00,0.00,60.00,1,1
pup383,Township,Western Cape,Oudtshoorn,PAR4091178496,CUS1928,2022-03-22 00:00:00.000,5.00,0.00,60.00,1,1
pup3878,Central,KwaZulu-Natal,Woodlands,PAR4068743650,CUS1882,2022-03-22 00:00:00.000,2.00,84.39,122.00,1,1
pup3892,Township,KwaZulu-Natal,Umhlanga Rocks,PAR4068790065,CUS2131,2022-03-28 00:00:00.000,3.00,84.39,95.00,1,1
pup3893,Regional,KwaZulu-Natal,Woodlands,PAR4091123576,CUS1265,2022-03-11 00:00:00.000,2.00,0.00,60.00,1,1
pup3900,Township,Northern Cape,Kimberley,PAR4068796476,CUS1427,2022-03-29 00:00:00.000,4.00,84.39,87.00,1,1
pup3901,Central,Gauteng,Brakpan,PAR4068775583,CUS2072,2022-03-18 00:00:00.000,3.00,0.00,0.00,1,1
pup3902,Township,KwaZulu-Natal,Durban,PAR4068712585,CUS1567,2022-03-15 00:00:00.000,4.00,84.39,95.00,1,1
pup3902,Township,KwaZulu-Natal,Durban,PAR4068780051,CUS1957,2022-03-30 00:00:00.000,2.00,53.30,68.00,1,1
pup3902,Township,KwaZulu-Natal,Durban,PAR4091164927,CUS1917,2022-03-12 00:00:00.000,4.00,84.39,127.00,1,1
pup3912,Regional,Free State,Willows,PAR4068798117,CUS1522,2022-03-22 00:00:00.000,4.00,84.39,103.00,1,1
pup3923,Regional,Gauteng,Parkhurst,PAR4091121582,CUS1177,2022-03-24 00:00:00.000,4.00,0.00,60.00,1,1
pup3925,Township,Western Cape,TYGER VALLEY,PAR4091137826,CUS1649,2022-03-16 00:00:00.000,4.00,84.39,115.00,1,1
pup3925,Township,Western Cape,TYGER VALLEY,PAR4091185963,CUS1377,2022-03-31 00:00:00.000,2.00,84.39,102.00,1,1
pup3939,Regional,Western Cape,Greenpoint,PAR4068786017,CUS1512,2022-03-28 00:00:00.000,4.00,217.58,240.00,1,1
pup3943,Township,Gauteng,Bryanston,PAR4091163723,CUS1776,2022-03-16 00:00:00.000,4.00,42.16,50.00,1,1
pup3948,Regional,Mpumalanga,Siyabuswa,PAR4068763605,CUS1982,2022-03-25 00:00:00.000,3.00,217.58,315.00,1,1
pup3952,Central,Limpopo,SIBASA,PAR4091172457,CUS1445,2022-03-12 00:00:00.000,4.00,73.83,79.00,1,1
pup3957,Central,Mpumalanga,Witbank,PAR4091189145,CUS1550,2022-03-14 00:00:00.000,3.00,53.30,74.00,1,1
pup3967,Central,KwaZulu-Natal,Chatsworth,PAR4091147400,CUS2083,2022-03-10 00:00:00.000,6.00,53.30,78.00,1,1
pup3969,Central,Mpumalanga,Witbank,PAR4068759217,CUS2161,2022-03-23 00:00:00.000,2.00,84.39,97.00,1,1
pup3997,Central,Northern Cape,Kakamas,PAR4091149688,CUS1489,2022-03-11 00:00:00.000,2.00,217.58,292.00,1,1
pup4010,Regional,Western Cape,Paarl,PAR4091136655RRB1,CUS2186,2022-03-14 00:00:00.000,4.00,0.00,60.00,1,1
pup4023,Central,Limpopo,Tzaneen,PAR4068783761,CUS1169,2022-03-22 00:00:00.000,2.00,0.00,60.00,1,1
pup4023,Central,Limpopo,Tzaneen,PAR4091179753,CUS1375,2022-03-22 00:00:00.000,3.00,84.39,121.00,1,1
pup4046,Regional,Western Cape,Claremont,PAR4068758649,CUS2044,2022-03-22 00:00:00.000,1.00,53.30,79.00,1,1
pup4047,Regional,Kwazulu-Natal,Greyville,PAR4091185978,CUS1743,2022-03-29 00:00:00.000,4.00,73.83,90.00,1,1
pup405,Township,Northern Cape,Kathu,PAR4091151939,CUS1048,2022-03-11 00:00:00.000,1.00,84.39,88.00,1,1
pup4071,Township,Limpopo,Lebowakgomo,PAR4091118068,CUS1543,2022-03-28 00:00:00.000,3.00,73.83,98.00,1,1
pup4071,Township,Limpopo,Lebowakgomo,PAR4091190530,CUS2173,2022-03-18 00:00:00.000,2.00,53.30,55.00,1,1
pup4074,Regional,Gauteng,Kempton Park,PAR4068705858,CUS2143,2022-03-18 00:00:00.000,2.00,84.39,88.00,1,1
pup4074,Regional,Gauteng,Kempton Park,PAR4091116022,CUS1212,2022-03-11 00:00:00.000,2.00,0.00,60.00,1,1
pup4074,Regional,Gauteng,Kempton Park,PAR4091119774,CUS1909,2022-03-14 00:00:00.000,2.00,84.39,96.00,1,1
pup408,Regional,Gauteng,PRETORIA WEST,PAR4068742512,CUS1842,2022-03-30 00:00:00.000,1.00,73.83,105.00,1,1
pup4082,Regional,Gauteng,Orange Farm,01PAR4091149688,nan,2022-03-11 00:00:00.000,0.00,0.00,60.00,1,1
pup4092,Central,Gauteng,Alberton,PAR4068706034,CUS1146,2022-03-18 00:00:00.000,2.00,53.30,78.00,1,1
pup4099,Central,Gauteng,Alberton,PAR4091164988,CUS1007,2022-03-29 00:00:00.000,4.00,53.30,68.00,1,1
pup4105,Township,Limpopo,Musina,PAR4068736387,CUS1204,2022-03-23 00:00:00.000,2.00,84.39,108.00,1,1
pup4105,Township,Limpopo,Musina,PAR4091187966,CUS1776,2022-03-15 00:00:00.000,2.00,53.30,76.00,1,1
pup4108,Central,Gauteng,Atteridgeville,PAR4091126970,CUS1908,2022-03-28 00:00:00.000,2.00,53.30,70.00,1,1
pup4109,Regional,Limpopo,Polokwane,PAR4068700041,CUS2086,2022-03-28 00:00:00.000,2.00,53.30,68.00,1,1
pup4109,Regional,Limpopo,Polokwane,PAR4091175277,CUS2107,2022-03-17 00:00:00.000,1.00,0.00,60.00,1,1
pup4111,Central,Limpopo,Mokopane,PAR4068730055,CUS1776,2022-03-17 00:00:00.000,2.00,53.30,77.00,1,1
pup4112,Central,North West,Rustenburg,PAR4091138913,CUS2106,2022-03-09 00:00:00.000,1.00,53.30,58.00,1,1
pup4117,Central,KwaZulu-Natal,Umlazi,PAR4068779716,CUS1994,2022-03-23 00:00:00.000,2.00,84.39,126.00,1,1
pup4117,Central,KwaZulu-Natal,Umlazi,PAR4091117194,CUS1768,2022-03-09 00:00:00.000,2.00,84.39,123.00,1,1
pup4117,Central,KwaZulu-Natal,Umlazi,PAR4091120776,CUS1732,2022-03-16 00:00:00.000,3.00,84.39,91.00,1,1
pup4117,Central,KwaZulu-Natal,Umlazi,PAR4091129847,CUS2110,2022-03-28 00:00:00.000,3.00,84.39,105.00,1,1
pup4122,Township,KwaZulu-Natal,Empangeni,PAR4068711010,CUS1998,2022-03-18 00:00:00.000,4.00,84.39,89.00,1,1
pup4129,Regional,KwaZulu-Natal,Pietermaritzburg,PAR4091190384,CUS1922,2022-03-14 00:00:00.000,2.00,53.30,54.00,1,1
pup4132,Regional,Limpopo,Phalaborwa,PAR4091128615,CUS2058,2022-03-22 00:00:00.000,4.00,84.39,94.00,1,1
pup4140,Central,Gauteng,Pretoria,PAR4068720040,CUS1033,2022-03-17 00:00:00.000,2.00,53.30,54.00,1,1
pup4140,Central,Gauteng,Pretoria,PAR4091193415,CUS1870,2022-03-15 00:00:00.000,3.00,0.00,60.00,1,1
pup4152,Central,KwaZulu-Natal,Pinetown,PAR4091103099,CUS1578,2022-03-30 00:00:00.000,2.00,53.30,56.00,1,1
pup4154,Township,Western Cape,Athlone,PAR4091157406,CUS1419,2022-03-22 00:00:00.000,4.00,84.39,91.00,1,1
pup4154,Township,Western Cape,Athlone,PAR4091166549,CUS1720,2022-03-28 00:00:00.000,2.00,84.39,104.00,1,1
pup4173,Regional,Limpopo,Bendor,PAR4068774254,CUS1873,2022-03-15 00:00:00.000,2.00,84.39,126.00,1,1
pup4175,Central,Eastern Cape,Mdantsane,PAR4091160197,CUS1306,2022-03-29 00:00:00.000,9.00,84.39,107.00,1,1
pup4176,Central,Northern Cape,Kimberley,PAR4068706097,CUS2182,2022-03-14 00:00:00.000,4.00,53.30,55.00,1,1
pup4179,Township,Mpumalanga,Secunda,PAR4091186073,CUS2146,2022-03-28 00:00:00.000,2.00,84.39,86.00,1,1
pup418,Central,Free State,Parys,PAR4091120083,CUS1462,2022-03-14 00:00:00.000,3.00,217.58,265.00,1,1
pup4181,Central,KwaZulu-Natal,Amanzimtoti,PAR4091188948,CUS1327,2022-03-22 00:00:00.000,4.00,217.58,287.00,1,1
pup4185,Township,Western Cape,Vredenburg,PAR4091136443,CUS1542,2022-03-11 00:00:00.000,2.00,53.30,71.00,1,1
pup4187,Central,Gauteng,Tsakane,PAR4068700075,CUS1367,2022-03-28 00:00:00.000,2.00,53.30,63.00,1,1
pup4207,Township,KwaZulu-Natal,Newcastle,PAR4091126771,CUS2147,2022-03-24 00:00:00.000,2.00,84.39,107.00,1,1
pup4243,Central,KwaZulu-Natal,La Lucia,PAR4091131001,CUS1708,2022-03-14 00:00:00.000,4.00,73.83,103.00,1,1
pup4243,Central,KwaZulu-Natal,La Lucia,PAR4091138013,CUS1954,2022-03-14 00:00:00.000,2.00,84.39,103.00,1,1
pup4246,Township,KwaZulu-Natal,Port Shepstone,PAR4091188055,CUS1889,2022-03-22 00:00:00.000,3.00,84.39,122.00,1,1
pup4250,Township,Northern Cape,Upington,PAR4091158392,CUS1034,2022-03-10 00:00:00.000,4.00,73.83,96.00,1,1
pup4252,Regional,KwaZulu-Natal,Newcastle,PAR4091100707,CUS1960,2022-03-14 00:00:00.000,2.00,53.30,78.00,1,1
pup4252,Regional,KwaZulu-Natal,Newcastle,PAR4091171922,CUS1739,2022-03-14 00:00:00.000,4.00,73.83,78.00,1,1
pup4252,Regional,KwaZulu-Natal,Newcastle,PAR4091189855,CUS1477,2022-03-12 00:00:00.000,4.00,73.83,88.00,1,1
pup4257,Central,Gauteng,Springs,PAR4068786231,CUS1776,2022-03-19 00:00:00.000,2.00,73.83,75.00,1,1
pup4257,Central,Gauteng,Springs,PAR4091115587,CUS1740,2022-03-09 00:00:00.000,4.00,0.00,60.00,1,1
pup4257,Central,Gauteng,Springs,PAR4091167473,CUS1744,2022-03-17 00:00:00.000,2.00,217.58,220.00,1,1
pup4258,Central,Mpumalanga,Witbank,PAR4091169364RRB1,CUS1108,2022-03-17 00:00:00.000,3.00,0.00,60.00,1,1
pup4264,Central,Gauteng,Edenvale,PAR4068762733,CUS1235,2022-03-25 00:00:00.000,1.00,84.39,87.00,1,1
pup4268,Regional,Gauteng,Southgate,PAR4091175115,CUS1360,2022-03-22 00:00:00.000,3.00,73.83,96.00,1,1
pup4270,Township,Gauteng,Vanderbijlpark,PAR4068764891,CUS1149,2022-03-22 00:00:00.000,1.00,84.39,96.00,1,1
pup4270,Township,Gauteng,Vanderbijlpark,PAR4091161739,CUS1453,2022-03-17 00:00:00.000,29.00,131.31,184.00,1,1
pup4274,Regional,Gauteng,Midrand,PAR4091115044,CUS1091,2022-03-16 00:00:00.000,5.00,73.83,79.00,1,1
pup4275,Regional,Gauteng,Halfway Gardens,PAR4068741237,CUS1077,2022-03-14 00:00:00.000,1.00,42.16,50.00,1,1
pup4275,Regional,Gauteng,Halfway Gardens,PAR4091122216,CUS1776,2022-03-09 00:00:00.000,1.00,0.00,60.00,1,1
pup4275,Regional,Gauteng,Halfway Gardens,PAR4091135408,CUS1147,2022-03-16 00:00:00.000,2.00,84.39,116.00,1,1
pup4277,Central,Gauteng,Northgate,PAR4068745554,CUS1233,2022-03-15 00:00:00.000,2.00,0.00,60.00,1,1
pup4278,Township,Gauteng,Randpark Ridge,PAR4091123515,CUS1944,2022-03-14 00:00:00.000,3.00,0.00,60.00,1,1
pup4280,Township,Gauteng,Krugersdorp,PAR4091134576,CUS1736,2022-03-10 00:00:00.000,4.00,73.83,94.00,1,1
pup4286,Township,Gauteng,Annlin,PAR4091107790,CUS1425,2022-03-10 00:00:00.000,3.00,84.39,114.00,1,1
pup4287,Central,Gauteng,Karenpark,PAR4091199533RR1,CUS1319,2022-03-16 00:00:00.000,4.00,0.00,60.00,1,1
pup4289,Township,Western Cape,Constantia,PAR4091189796,CUS1764,2022-03-09 00:00:00.000,1.00,42.16,47.00,1,1
pup429,Township,Gauteng,Nigel,PAR4068798408,CUS1852,2022-03-26 00:00:00.000,2.00,84.39,105.00,1,1
pup4290,Central,Western Cape,Cape Town,PAR4091154950RRB1,CUS1668,2022-03-14 00:00:00.000,1.00,0.00,60.00,1,1
pup4291,Central,Western Cape,Hermanus,PAR4091137069,CUS1478,2022-03-09 00:00:00.000,2.00,0.00,60.00,1,1
pup4291,Central,Western Cape,Hermanus,PAR4091142321,CUS2056,2022-03-15 00:00:00.000,1.00,73.83,91.00,1,1
pup4291,Central,Western Cape,Hermanus,PAR4091156693,CUS1544,2022-03-28 00:00:00.000,2.00,0.00,60.00,1,1
pup4300,Central,Western Cape,Sea Point,PAR4091137302,CUS1637,2022-03-17 00:00:00.000,5.00,73.83,75.00,1,1
pup433,Central,Western Cape,KUILS RIVER,PAR4068757742,CUS1141,2022-03-31 00:00:00.000,3.00,84.39,99.00,1,1
pup433,Central,Western Cape,KUILS RIVER,PAR4091174485,CUS1704,2022-03-10 00:00:00.000,1.00,84.39,107.00,1,1
pup4338,Central,KwaZulu-Natal,Kloof,PAR4091139865,CUS1193,2022-03-09 00:00:00.000,1.00,42.16,63.00,1,1
pup4340,Central,Western Cape,Beacon Valley,PAR4091107139,CUS2088,2022-03-10 00:00:00.000,3.00,84.39,117.00,1,1
pup4340,Central,Western Cape,Beacon Valley,PAR4091108329,CUS2158,2022-03-10 00:00:00.000,3.00,84.39,107.00,1,1
pup4340,Central,Western Cape,Beacon Valley,PAR4091167540,CUS2047,2022-03-30 00:00:00.000,4.00,84.39,111.00,1,1
pup4342,Central,Western Cape,Century City,PAR4068766775,CUS1158,2022-03-23 00:00:00.000,2.00,0.00,60.00,1,1
pup4365,Regional,Eastern Cape,Butterworth,PAR4091191647,CUS1287,2022-03-29 00:00:00.000,4.00,84.39,101.00,1,1
pup437,Regional,Western Cape,Paarl,PAR4091134485,CUS1841,2022-03-23 00:00:00.000,2.00,0.00,60.00,1,1
pup4377,Central,Gauteng,Alberton,PAR4068732383,CUS1227,2022-03-22 00:00:00.000,1.00,73.83,78.00,1,1
pup438,Central,Western Cape,Worcester,PAR4068738269,CUS1081,2022-03-15 00:00:00.000,3.00,217.58,305.00,1,1
pup438,Central,Western Cape,Worcester,PAR4068767204,CUS1008,2022-03-16 00:00:00.000,1.00,42.16,63.00,1,1
pup4390,Regional,KwaZulu-Natal,Pietermaritzburg,PAR4068709124,CUS1172,2022-03-31 00:00:00.000,2.00,73.83,98.00,1,1
pup4407,Township,Northern Cape,Kuruman,PAR4068702018,CUS1640,2022-03-24 00:00:00.000,2.00,53.30,58.00,1,1
pup441,Township,Free State,Bochabela,PAR4068765875,CUS1503,2022-03-23 00:00:00.000,3.00,84.39,105.00,1,1
pup4427,Regional,Gauteng,City & Suburban,PAR4091123419,CUS1720,2022-03-18 00:00:00.000,2.00,84.39,89.00,1,1
pup4427,Regional,Gauteng,City & Suburban,PAR4091148210,CUS1297,2022-03-09 00:00:00.000,2.00,42.16,43.00,1,1
pup4429,Central,Gauteng,Olifantsfontein,PAR4068729913RRB1,CUS1369,2022-03-22 00:00:00.000,4.00,0.00,60.00,1,1
pup4429,Central,Gauteng,Olifantsfontein,PAR4068755578,CUS1430,2022-03-25 00:00:00.000,3.00,84.39,113.00,1,1
pup4429,Central,Gauteng,Olifantsfontein,PAR4091128347,CUS1122,2022-03-22 00:00:00.000,2.00,73.83,77.00,1,1
pup4432,Regional,KwaZulu-Natal,Tugela Ferry,PAR4091171392,CUS1987,2022-03-14 00:00:00.000,3.00,53.30,68.00,1,1
pup4433,Central,KwaZulu-Natal,Ladysmith,PAR4068798837,CUS1893,2022-03-28 00:00:00.000,3.00,84.39,109.00,1,1
pup4466,Central,Mpumalanga,Die Heuwel,PAR4068787291,CUS1716,2022-03-28 00:00:00.000,4.00,84.39,94.00,1,1
pup4488,Regional,Eastern Cape,Lorraine,PAR4068705547,CUS1374,2022-03-22 00:00:00.000,3.00,73.83,98.00,1,1
pup4517,Central,Limpopo,Monsterlus,PAR4068701504,CUS2188,2022-03-17 00:00:00.000,4.00,217.58,238.00,1,1
pup4525,Regional,Gauteng,CLAYVILLE,PAR4091103949,CUS1244,2022-03-23 00:00:00.000,4.00,84.39,119.00,1,1
pup4525,Regional,Gauteng,CLAYVILLE,PAR4091111806,CUS2091,2022-03-28 00:00:00.000,4.00,73.83,110.00,1,1
pup4526,Central,Gauteng,Rustenburg,PAR4091173799,CUS2078,2022-03-10 00:00:00.000,2.00,73.83,100.00,1,1
pup4529,Township,KwaZulu-Natal,Harding,PAR4091189751,CUS1018,2022-03-12 00:00:00.000,3.00,73.83,83.00,1,1
pup4532,Central,Gauteng,Soshanguve,PAR4091114449,CUS2099,2022-03-16 00:00:00.000,1.00,42.16,58.00,1,1
pup4536,Regional,Western Cape,Riversdale,PAR4091166226,CUS1084,2022-03-16 00:00:00.000,5.00,84.39,101.00,1,1
pup4538,Township,Gauteng,Lyttelton Manor,PAR4091165582,CUS1776,2022-03-31 00:00:00.000,3.00,84.39,90.00,1,1
pup4547,Central,Mpumalanga,Elukwatini,PAR4091101069,CUS1776,2022-03-29 00:00:00.000,2.00,84.39,125.00,1,1
